"source","target","fraction","source_description","target_description","contingency"
"FP","PF",0.125,"Ask for permission to carry out act.","Prohibit/forbid/protest hearer's performance of an act",1
"FP","RPCS",0.041666666666667,"Ask for permission to carry out act.","Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.",0
"FP","STAPDWTXCT",0.083333333333333,"Ask for permission to carry out act.","Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.",1
"FP","YYOO",0.041666666666667,"Ask for permission to carry out act.","Make a word-like utterance without clear function. | Unintelligible vocalization.",0
"SS","MKTOXA",0.142857142857143,"Signal to start performing an act such as running or rolling a ball","Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.",1
"SS","QN",0.142857142857143,"Signal to start performing an act such as running or rolling a ball","Ask a product-question (wh-question)",1
"SS","RQ",0.142857142857143,"Signal to start performing an act such as running or rolling a ball","Yes/no question or suggestion about hearer's wishes and intentions",1
"SS","STAPDWTXCT",0.142857142857143,"Signal to start performing an act such as running or rolling a ball","Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.",1
"SS","YYOO",0.428571428571429,"Signal to start performing an act such as running or rolling a ball","Make a word-like utterance without clear function. | Unintelligible vocalization.",0
"CXSC","QN",0.333333333333333,"Complete text if so demanded. | Complete statement or other utterance in compliance with request","Ask a product-question (wh-question)",1
"CXSC","RPCS",0.333333333333333,"Complete text if so demanded. | Complete statement or other utterance in compliance with request","Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.",1
"CXSC","YYOO",0.333333333333333,"Complete text if so demanded. | Complete statement or other utterance in compliance with request","Make a word-like utterance without clear function. | Unintelligible vocalization.",0
"RD","QN",0.2,"Refuse to carry out an act requested or proposed by other.","Ask a product-question (wh-question)",1
"RD","RD",0.2,"Refuse to carry out an act requested or proposed by other.","Refuse to carry out an act requested or proposed by other.",0
"RD","RPCS",0.4,"Refuse to carry out an act requested or proposed by other.","Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.",1
"RD","STAPDWTXCT",0.2,"Refuse to carry out an act requested or proposed by other.","Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.",1
"WD","RPCS",0.5,"Warn of danger.","Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.",1
"WD","YYOO",0.5,"Warn of danger.","Make a word-like utterance without clear function. | Unintelligible vocalization.",0
"CRDS","RT",1,"Criticize or point out error in nonverbal act. | Disapprove scold protest disruptive behavior.","Repeat or imitate other's utterance.",1
"QA","SI",1,"Answer a question with a wh-question.","State intent to carry out act by speaker.",0
"DP","YD",1,"Declare make-believe reality.","Agree to a declaration.",1
